BusinessEntityID,NationalIDNumber,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,ModifiedDate
91,390124815,adventure-works\kimberly0,4,Production Technician - WC10,1986-09-13,S,F,2010-01-12,False,95,67,True,2014-06-30 00:00:00
92,826454897,adventure-works\tom0,4,Production Technician - WC10,1986-10-01,M,M,2010-03-10,False,98,69,True,2014-06-30 00:00:00
93,778552911,adventure-works\kok-ho0,3,Production Supervisor - WC50,1980-04-28,S,M,2008-12-27,False,78,59,True,2014-06-30 00:00:00
94,718299860,adventure-works\russell0,4,Production Technician - WC50,1972-11-25,M,M,2008-12-12,False,6,23,True,2014-06-30 00:00:00
95,674171828,adventure-works\jim0,4,Production Technician - WC50,1986-09-08,M,M,2008-12-19,False,1,20,True,2014-06-30 00:00:00
96,912141525,adventure-works\elizabeth0,4,Production Technician - WC50,1990-01-25,M,F,2009-03-02,False,5,22,True,2014-06-30 00:00:00
97,370581729,adventure-works\mandar0,4,Production Technician - WC50,1986-03-21,S,M,2009-02-10,False,0,20,True,2014-06-30 00:00:00
98,152085091,adventure-works\sameer0,4,Production Technician - WC50,1978-06-26,M,M,2009-02-11,False,4,22,True,2014-06-30 00:00:00
99,431859843,adventure-works\nuan0,4,Production Technician - WC50,1979-03-29,S,M,2009-01-06,False,2,21,True,2014-06-30 00:00:00
100,204035155,adventure-works\lolan0,4,Production Technician - WC50,1973-01-24,M,M,2009-01-12,False,7,23,True,2014-06-30 00:00:00
101,153288994,adventure-works\houman0,4,Production Technician - WC50,1971-08-30,M,M,2009-01-25,False,3,21,True,2014-06-30 00:00:00
102,360868122,adventure-works\zheng0,3,Production Supervisor - WC10,1983-10-26,S,M,2008-12-03,False,66,53,True,2014-06-30 00:00:00
103,455563743,adventure-works\ebru0,4,Production Technician - WC10,1986-09-22,S,M,2009-12-06,False,93,66,True,2014-06-30 00:00:00
104,717889520,adventure-works\mary1,4,Production Technician - WC10,1986-09-19,M,F,2009-12-25,False,94,67,True,2014-06-30 00:00:00
105,801365500,adventure-works\kevin2,4,Production Technician - WC10,1986-09-19,S,M,2009-12-25,False,90,65,True,2014-06-30 00:00:00
106,561196580,adventure-works\john4,4,Production Technician - WC10,1986-09-28,S,M,2010-02-27,False,92,66,True,2014-06-30 00:00:00
107,393421437,adventure-works\christopher0,4,Production Technician - WC10,1986-10-01,M,M,2010-02-08,False,91,65,True,2014-06-30 00:00:00
108,630184120,adventure-works\jinghao0,3,Production Supervisor - WC50,1989-02-05,S,M,2008-12-08,False,77,58,True,2014-06-30 00:00:00
109,113695504,adventure-works\alice0,4,Production Technician - WC50,1978-01-26,M,F,2008-12-07,False,95,67,True,2014-06-30 00:00:00
110,857651804,adventure-works\jun0,4,Production Technician - WC50,1979-07-06,S,M,2008-12-14,False,90,65,True,2014-06-30 00:00:00
111,415823523,adventure-works\suroor0,4,Production Technician - WC50,1978-02-25,S,M,2008-12-17,False,93,66,True,2014-06-30 00:00:00
112,981597097,adventure-works\john1,4,Production Technician - WC50,1978-05-31,S,M,2009-01-01,False,91,65,True,2014-06-30 00:00:00
113,54759846,adventure-works\linda0,4,Production Technician - WC50,1987-07-17,M,F,2008-12-25,False,96,68,True,2014-06-30 00:00:00
114,342607223,adventure-works\mindaugas0,4,Production Technician - WC50,1978-05-07,M,M,2009-01-13,False,97,68,True,2014-06-30 00:00:00
115,563680513,adventure-works\angela0,4,Production Technician - WC50,1991-05-31,S,F,2009-01-20,False,92,66,True,2014-06-30 00:00:00
116,398737566,adventure-works\michael2,4,Production Technician - WC50,1974-05-03,S,M,2009-01-31,False,98,69,True,2014-06-30 00:00:00
117,599942664,adventure-works\chad0,4,Production Technician - WC50,1990-08-04,M,M,2009-02-18,False,99,69,True,2014-06-30 00:00:00
118,222400012,adventure-works\don0,4,Production Technician - WC50,1971-06-13,M,M,2009-02-13,False,88,64,True,2014-06-30 00:00:00
119,334834274,adventure-works\michael4,4,Production Technician - WC50,1989-06-15,S,M,2009-02-25,False,94,67,True,2014-06-30 00:00:00
120,211789056,adventure-works\kitti0,4,Production Technician - WC50,1987-06-06,S,F,2009-03-04,False,89,64,True,2014-06-30 00:00:00
121,521265716,adventure-works\pilar0,3,Shipping and Receiving Supervisor,1972-09-09,S,M,2009-01-02,True,93,66,True,2014-06-30 00:00:00
122,586486572,adventure-works\susan0,4,Stocker,1978-02-17,S,F,2008-12-07,False,97,68,True,2014-06-30 00:00:00
123,337752649,adventure-works\vamsi0,4,Shipping and Receiving Clerk,1977-03-18,M,M,2008-12-07,False,95,67,True,2014-06-30 00:00:00
124,420776180,adventure-works\kim0,4,Stocker,1984-04-30,S,F,2008-12-26,False,98,69,True,2014-06-30 00:00:00
125,584205124,adventure-works\matthias0,4,Shipping and Receiving Clerk,1973-11-11,M,M,2009-01-20,False,94,67,True,2014-06-30 00:00:00
126,652779496,adventure-works\jimmy0,4,Stocker,1985-05-04,M,M,2009-02-26,False,96,68,True,2014-06-30 00:00:00
